model_path,model_sha1,prompt_label,prompt_tokens,n_ctx,mode,n_threads,max_tokens,ttft_trigger_chars,runs,mean_ttft_s,mean_decode_tok_s,mean_total_s,mean_rss_peak_mb,platform,python,cpu_count_logical,machine
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_2048,2048,8192,warm,8,128,8,5,0.08000173568725585,28.121312937885204,4.800380706787109,1604.3614208000001,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_64,64,2048,warm,8,128,8,5,0.18348994255065917,0.0972839862177514,0.138641357421875,0.3310227870941162,54.387440359664105,1.2419109541560236,54.02204412078015,56.21510758779602,2.630162477493286,0.05439326431664232,2.6026079654693604,2.711931610107422,1240.4989952,0.02980807540519227,1240.51456,1240.5211136,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_64,64,4096,warm,8,128,8,5,0.14635076522827148,0.021633795488225763,0.14452600479125977,0.17660055160522461,48.81019950186512,6.322401760005748,51.821393844870734,55.66689933877567,2.920068073272705,0.39648637355873945,2.7200238704681396,3.471202707290649,1286.6699264000001,0.027243788940589715,1286.67648,1286.6953216,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_64,64,8192,warm,8,128,8,5,0.19603910446166992,0.06977347920685194,0.160322904586792,0.30318293571472166,46.478041435349255,3.2708998601535537,47.85350974248398,50.2778048606982,3.07214412689209,0.2097206852160643,3.095306634902954,3.3390388965606688,1380.892672,0.02802095124723785,1380.900864,1380.9164288000002,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_256,256,2048,warm,8,128,8,5,0.0515192985534668,0.005002016552066879,0.04976296424865723,0.05765843391418457,41.34379840430353,4.527778553985384,37.68844236740906,47.17839197095226,3.3302231311798094,0.34595957478400835,3.6029257774353027,3.619319200515747,1264.9750528,0.03371682304370565,1264.98816,1265.0029055999998,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_256,256,4096,warm,8,128,8,5,0.053719091415405276,0.005339337206075003,0.05726122856140137,0.058413887023925776,39.92493080805226,2.734706817270135,37.81028295783292,43.377110275874756,3.425408220291138,0.22977480471927914,3.6026222705841064,3.6265721797943113,1313.161216,0.03119420664166171,1313.169408,1313.1915264000002,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_256,256,8192,warm,8,128,8,5,0.05521483421325683,0.004151300477826958,0.05825519561767578,0.05879344940185546,39.43055825440823,2.287194609254129,37.70615168528773,42.51937532537206,3.464765214920044,0.1967352835679056,3.6120519638061523,3.635078954696655,1407.0243328000001,0.03058590466476624,1407.025152,1407.0587392000002,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_512,512,2048,warm,8,128,8,5,0.1755366802215576,0.014859263878440526,0.18097758293151855,0.1864236831665039,36.22039854065822,2.7497074470646745,34.95473719790085,40.36499299762549,3.755596733093262,0.2588285134870782,3.873051643371582,3.902736282348633,1305.1387904,0.03529221608007198,1305.153536,1305.1682816000002,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_512,512,4096,warm,8,128,8,5,0.17705249786376953,0.010324807790981525,0.18191838264465332,0.18286457061767578,35.407907582425686,1.4512566482962568,34.72945937499258,37.60110124697665,3.82608380317688,0.1512756957486675,3.8963441848754883,3.913079452514648,1355.4270208,0.08934163802034599,1355.48928,1355.5073023999998,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_512,512,8192,warm,8,128,8,5,0.1791311264038086,0.011337169031210965,0.18227219581604004,0.1893786430358887,35.26415101560008,1.279399025780365,34.702344672170994,37.19774163610369,3.8418126106262207,0.13680785539062715,3.905702829360962,3.9215665817260743,1449.53344,0.0938332721202686,1449.59488,1449.6178175999999,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_1024,1024,2048,warm,8,128,8,5,0.11066336631774902,0.03452744079560755,0.09160995483398438,0.1637707233428955,30.195474905252706,5.406080298892937,32.11303635609204,35.548423050655515,4.503272676467896,0.8938528042258659,4.076913833618164,5.798214626312255,1356.7819776000001,0.34726350838153097,1357.04576,1357.0768896000002,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_1024,1024,4096,warm,8,128,8,5,0.10627160072326661,0.001445377563562305,0.10574936866760254,0.10842881202697753,30.627388242213613,0.0614241149971006,30.59717663204232,30.715667331633718,4.285554313659668,0.009191024722872611,4.291399002075195,4.293903398513794,1407.3602047999998,0.36341839346205823,1407.614976,1407.6788736,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_1024,1024,8192,warm,8,128,8,5,0.11072025299072266,0.00649904364084303,0.10812878608703613,0.12056293487548828,28.97000650783807,0.9446697076721301,29.54903939503801,29.81619601298371,4.53385910987854,0.14886837664329483,4.4392454624176025,4.733300733566284,1501.0717696,0.4427213285242287,1501.278208,1501.5059456000001,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_2048,2048,4096,warm,8,128,8,5,0.0850937843322754,0.000395605424446355,0.08529806137084961,0.08531184196472168,26.096188048023986,0.32978490575936603,26.184119576332254,26.348729586793066,5.06747350692749,0.06406862562816648,5.049145460128784,5.164729499816895,1510.0813312,0.11911968017152405,1510.035456,1510.2599168000002,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_2048,2048,8192,warm,8,128,8,5,0.0917198657989502,0.005313543444163689,0.09044098854064941,0.09976978302001951,24.63752739058011,0.9109410649555273,25.256264741248817,25.44702694189417,5.375563287734986,0.20185392963929652,5.238358497619629,5.639244270324707,1603.9747584000002,0.050071820009211586,1603.956736,1604.030464,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_4096,4096,8192,warm,8,128,8,5,0.3539273738861084,0.09924480402987818,0.33329057693481445,0.5032797813415527,17.824678587395372,1.6718214822158277,17.628904263845993,19.991118988693444,6.580768823623657,0.6858530306922049,6.528939485549927,7.549907112121582,1808.4405247999998,0.024630552786391643,1808.449536,1808.4642816,Windows-10-10.0.26100-SP0,"3.11.14 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 18:30:03) [MSC v.1929 64 bit (AMD64)]",AMD64,10
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_64,64,2048,warm,8,128,8,5,0.06706385612487793,17.232941093395826,8.170826244354249,1241.12896,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_64,64,4096,warm,8,128,8,5,0.0641167163848877,24.453426401090475,6.586348533630371,1288.343552,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_64,64,8192,warm,8,128,8,5,0.022555160522460937,50.25158388851818,2.6337538242340086,1382.3746048,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_256,256,2048,warm,8,128,8,5,0.028345489501953126,43.02606923920435,0.739107084274292,1266.8059648,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_256,256,4096,warm,8,128,8,5,0.026233673095703125,45.905694964325356,0.7017670154571534,1315.2854016,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_256,256,8192,warm,8,128,8,5,0.026191186904907227,46.30853392576678,0.6970911502838135,1408.6168576,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_512,512,2048,warm,8,128,8,5,0.0701108455657959,23.670344377617234,3.9092698097229004,1306.7968512,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_512,512,4096,warm,8,128,8,5,0.03313441276550293,33.49665503039318,2.575468826293945,1357.29152,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_512,512,8192,warm,8,128,8,5,0.028192138671875,37.00262252040005,2.3964005947113036,1450.3387136,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_1024,1024,2048,warm,8,128,8,5,0.03796844482421875,28.626904305175934,4.137538099288941,1358.4646144,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_1024,1024,4096,warm,8,128,8,5,0.0393460750579834,29.73356974034028,3.812541627883911,1409.2214271999999,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_1024,1024,8192,warm,8,128,8,5,0.04394059181213379,26.335456112535528,4.377470588684082,1502.4119808,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_2048,2048,2048,warm,8,128,8,5,,,,,skipped,prompt_tokens=2048 leaves no room in n_ctx=2048 (safety=4),Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_2048,2048,4096,warm,8,128,8,5,0.04611439704895019,20.69484960454126,3.7764635562896727,1511.9638528,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_2048,2048,8192,warm,8,128,8,5,0.04717497825622559,19.90864237905341,3.9268332004547117,1604.313088,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_4096,4096,2048,warm,8,128,8,5,,,,,skipped,prompt_tokens=4096 leaves no room in n_ctx=2048 (safety=4),Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_4096,4096,4096,warm,8,128,8,5,,,,,skipped,prompt_tokens=4096 leaves no room in n_ctx=4096 (safety=4),Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
models\tinyllama-1.1b-chat-v1.0.Q4_K_M.gguf,bf9469e1a4e5771caebf1ad3293658630bca5cd4,pt_4096,4096,8192,warm,8,128,8,5,0.07243103981018066,18.259727728799717,7.1724467277526855,1809.7504256,ok,,Windows-10-10.0.26100-SP0,3.11.14 | CPython,10,AMD64
